,Unnamed: 0,unique_id,feature_1,feature_2,feature_3,presence,grid
51,51,10000051,6,2,3,1,0000000000000000000000000000000000000000110010000101100000000000
52,52,10000052,3,2,2,1,0000000000000000000010001100000000000000000000000000000000000000
53,53,10000053,1,1,1,1,0000000000000000000000001000000000000000000000000000000000000000
54,54,10000054,4,2,2,1,0000000000000000000000000000000011000000000110000000000000000000
55,55,10000055,4,2,2,1,0000000000000000000000000000000000000000110011000000000000000000
56,56,10000056,7,1,7,1,0000000000000000000000000000000000000000111111000100000000000000
57,57,10000057,6,1,6,1,0000000000000000000000000000000000000000000000000111110000000100
58,58,10000058,13,1,13,1,0000000000000000000000000000000000010000000011001111111001100100
59,59,10000059,3,2,2,1,0000000000000000000000000000000000000000000000000101100000000000
60,60,10000060,4,2,3,1,0000000000000000000000000000000000000000000000001110000000001000
61,61,10000061,7,1,7,1,0000000000000000000000000000000000000000011110000001100000010000
62,62,10000062,4,1,4,1,0000000000000000000000000000000001000000001010000001000000000000
63,63,10000063,1,1,1,1,0000000000000000000000000000000000000000000000000000100000000000
64,64,10000064,1,1,1,1,0000000000000000000000000000000000000000000010000000000000000000
65,65,10000065,6,1,6,1,0000000000000000000000000000000000000000001111000100000000100000
66,66,10000066,2,1,2,1,0000000000000000000000000000000000000000001100000000000000000000
67,67,10000067,3,2,2,1,0000000000000000000000000000000000000000000110000100000000000000
68,68,10000068,0,0,0,0,0000000000000000000000000000000000000000000000000000000000000000
69,69,10000069,0,0,0,0,0000000000000000000000000000000000000000000000000000000000000000
70,70,10000070,0,0,0,0,0000000000000000000000000000000000000000000000000000000000000000
71,71,10000071,0,0,0,0,0000000000000000000000000000000000000000000000000000000000000000
72,72,10000072,4,1,4,1,0000000000000000000000000000000000000000001111000000000000000000
73,73,10000073,10,3,5,1,0000000000010000110011001110100000000000000000000001000000000000
74,74,10000074,5,2,4,1,0000000000000000000000001000000011100000000010000000000000000000
75,75,10000075,4,1,4,1,0000000000000000000000000000000000000000001111000000000000000000
76,76,10000076,5,2,3,1,0000000000000000000000001100110000001000000000000000000000000000
77,77,10000077,5,1,5,1,0000000000000000000000000000000001000000011110000000000000000000
78,78,10000078,0,0,0,0,0000000000000000000000000000000000000000000000000000000000000000
79,79,10000079,2,1,2,1,0000000000000000000000000000000000000000000110000000000000000000
80,80,10000080,4,1,4,1,0000000000000000000000000000000000110000001100000000000000000000
81,81,10000081,2,1,2,1,0000000000000000000000000000000000001000000100000000000000000000
82,82,10000082,5,1,5,1,0000000000000000000000000000000000100000110100001000000000000000
83,83,10000083,2,1,2,1,0000000000000000000000000000000000001000000100000000000000000000
84,84,10000084,4,2,2,1,0000000000000000000000000000000000101000001010000000000000000000
85,85,10000085,5,1,5,1,0000000000000000000000000000000001100000001110000000000000000000
86,86,10000086,4,1,4,1,0000000000000000000000000000000000000000001111000000000000000000
87,87,10000087,3,2,2,1,0000000000000000010011000000000000000000000000000000000000000000
88,88,10000088,6,2,4,1,0000000000010000110011000000100000000000000000000000000000000000
89,89,10000089,2,2,1,1,0000000000000000010100000000000000000000000000000000000000000000
90,90,10000090,1,1,1,1,0000000000000000000000000100000000000000000000000000000000000000
91,91,10000091,5,2,4,1,0000000000000000000000000000000000000000011010000001000000000010
92,92,10000092,5,1,5,1,0000000000000000000000000000000000000000111110000000000000000000
93,93,10000093,13,2,12,1,0000000000000000000000001000000000100000111110000111100000100100
94,94,10000094,8,1,8,1,0000000000000000000000000000000000000000001000000100000011111100
95,95,10000095,4,2,2,1,0000000000000000000000000000000000000000000000000000000001101100
96,96,10000096,3,1,3,1,0000000000000000000000000000000000000000000000000001100000100000
97,97,10000097,4,1,4,1,0000000000000000000000000000000000000000000000000011100000100000
98,98,10000098,4,1,4,1,0000000000000000000000000000000000000000011110000000000000000000
99,99,10000099,7,1,7,1,0000000000000000000000000000000000000000011111000001100000000000
100,100,10000100,2,2,1,1,0000000000000000000000000000000000001000010000000000000000000000
101,101,10000101,4,1,4,1,0000000000000000000000000000000000000000001111000000000000000000
102,102,10000102,3,1,3,1,0000000000000000000000000000000000000000001110000000000000000000
103,103,10000103,6,1,6,1,0000000000000000000000000000000000001000011110000000100000000000
104,104,10000104,6,3,4,1,0000000000000000000000000000000011110100000000000001000000000000
105,105,10000105,7,1,7,1,0000000000000000000000000000000001100000011111000000000000000000
106,106,10000106,2,1,2,1,0000000000000000000000000000000000000000000110000000000000000000
107,107,10000107,4,2,2,1,0000000000000000000000001100100000001000000000000000000000000000
108,108,10000108,5,3,3,1,0000000000000000010010000000110001000000000000000000000000000000
109,109,10000109,11,1,11,1,0000000000000000000000000000000001000000001110000111110000101000
110,110,10000110,9,3,4,1,0000010000000000010000001100100000101100000001000000000000000000
111,111,10000111,8,1,8,1,0000000000000000000000000000000000000000000000000111100001111000
112,112,10000112,4,1,4,1,0000000000000000000000000000000000000000000000000100100000110000
113,113,10000113,6,1,6,1,0000000000000000000000000000000000000000000000000110100001011000
114,114,10000114,8,1,8,1,0000000000000000000000001000100011111100000000000000000000000000
115,115,10000115,10,1,10,1,0000000000000000000000000000100001011100011011001000000000000000
116,116,10000116,9,1,9,1,0000000000000000000000000000010001111110001001000000000000000000
117,117,10000117,3,2,2,1,0000000000000000100010001000000000000000000000000000000000000000
118,118,10000118,3,2,2,1,0000000000000100110000000000000000000000000000000000000000000000
119,119,10000119,5,2,3,1,0000000010000100110010000000000000000000000000000000000000000000
120,120,10000120,5,2,3,1,0000000000001100110010000000000000000000000000000000000000000000
121,121,10000121,12,2,7,1,0001001011001100110011101000000000000000000000000000000000000000
122,122,10000122,18,2,17,1,0000000000000000100000001100100011111010111111000000100000100000
123,123,10000123,15,3,9,1,0000000000000000000000001100110011011110010111000000000000100000
124,124,10000124,9,2,5,1,0000000000000000000000000000000011001010110111000000000000000000
125,125,10000125,11,1,11,1,0000000000000000000000000000000000000000101111001101111000000000
126,126,10000126,11,2,8,1,0000000000000000000000000000000000000000110111000101111000001000
127,127,10000127,13,1,13,1,0000000000000000000000000000000000000000111111101101110000001000
128,128,10000128,12,1,12,1,0000000000000000000000000000000000000000111111000101110000101000
129,129,10000129,11,1,11,1,0000000000000000000000000000000011001110111111000000000000000000
130,130,10000130,7,3,3,1,0000000000000000000000000000000011001010100110000000000000000000
131,131,10000131,14,1,14,1,0000000000000000000000000000000011111110111111000000100000000000
132,132,10000132,16,2,15,1,0000000010000000000000000000000011101110111111000101000000100000
133,133,10000133,14,1,14,1,0000000000000000000000000000000011111110111111000000100000000000
134,134,10000134,8,1,8,1,0000000000000000000000000000000000000000000000001101000001111100
135,135,10000135,5,2,3,1,0000000000000000000000000000000000000000000000001100000000101100
136,136,10000136,5,2,3,1,0000000000000000000000000000000000000000000000000100000001011100
137,137,10000137,7,1,7,1,0000000000000000000000000000000000000000000000000101000001111100
138,138,10000138,5,1,5,1,0000000000000000000000000000000000000000000000000000000001111100
139,139,10000139,7,2,6,1,0000000000000000000000000000000000000000001000000000100001111100
140,140,10000140,3,2,2,1,0000000000000000000000000000000000000000000000000000000001101000
141,141,10000141,3,2,2,1,0000000000000000000000000000000000000000000000000100100000001000
142,142,10000142,3,2,2,1,0000000000000000000000000000000000000000000000000100100000001000
143,143,10000143,4,2,3,1,0000000000000000000000000000000000000000000000000110000010001000
144,144,10000144,2,2,1,1,0000000000000000000000000000000000000000000000000101000000000000
145,145,10000145,3,2,2,1,0000000000000000000000000000000000000000000000000100000000101000
146,146,10000146,1,1,1,1,0000000000000000000000000000000000000000000000000100000000000000
147,147,10000147,3,2,2,1,0000000000000000000000000000000000000000000000000100100000001000
148,148,10000148,3,2,2,1,0000000000000000000000000000000000000000000000000101100000000000
149,149,10000149,6,1,6,1,0000000000000000000000000000000000000000100000000111100000100000
150,150,10000150,2,2,1,1,0000000000000000000000000000000000000000000100000000000000100000
151,151,10000151,4,1,4,1,0000000000000000000000000000000000100000001110000000000000000000
152,152,10000152,8,2,7,1,0000000000000000000000000000000001110000001111000000000000010000
153,153,10000153,5,2,4,1,0000000000000000000000000000000010010000001110000000000000000000
154,154,10000154,5,1,5,1,0000000000000000000000000000000000000000011111000000000000000000
155,155,10000155,14,4,11,1,0000000010000000000000001000000000111000011111000001100010010000
156,156,10000156,6,1,6,1,0000000000000000000000000000000011100000010110000000000000000000
157,157,10000157,4,1,4,1,0000000000000000000000000000000001000000001110000000000000000000
158,158,10000158,7,1,7,1,0000000000000000000000000000000001000000111110001000000000000000
159,159,10000159,10,1,10,1,0000000000000000000000000000000001001000111111000001100000000000
160,160,10000160,7,1,7,1,0000000000000000000000000000000010000000111111000000000000000000
161,161,10000161,12,1,12,1,0000000000000000000000000000000011011000111111000001100000000000
162,162,10000162,5,3,2,1,0000000000000000000000000000000010101100001000000000000000000000
163,163,10000163,4,1,4,1,0000000000000000000000000000000001111000000000000000000000000000
164,164,10000164,6,2,5,1,0000000000000000000000000000000001111100000000000000000000001000
165,165,10000165,9,1,9,1,0000000000000000000000001100000011111100100000000000000000000000
166,166,10000166,5,2,3,1,0000000000000000000000000000100011101000000000000000000000000000
167,167,10000167,5,3,2,1,0000000000000000000000000000000001101100000000000001000000000000
168,168,10000168,2,2,1,1,0000000000000000010010000000000000000000000000000000000000000000
169,169,10000169,3,2,2,1,0000000000000000010011000000000000000000000000000000000000000000
170,170,10000170,1,1,1,1,0000000000000000010000000000000000000000000000000000000000000000
171,171,10000171,1,1,1,1,0000000000000000010000000000000000000000000000000000000000000000
172,172,10000172,3,2,2,1,0000000000000000110000000000000000000000000000000000000000001000
173,173,10000173,0,0,0,1,0000000000000000000000000000000000000000000000000000000000000000
174,174,10000174,1,1,1,1,0000000000000000010000000000000000000000000000000000000000000000
175,175,10000175,1,1,1,1,0000000000000000010000000000000000000000000000000000000000000000
176,176,10000176,5,3,3,1,0000000000000000010010001010000000000000000100000000000000000000
177,177,10000177,0,0,0,1,0000000000000000000000000000000000000000000000000000000000000000
178,178,10000178,0,0,0,1,0000000000000000000000000000000000000000000000000000000000000000
179,179,10000179,2,2,1,1,0000000000000000010010000000000000000000000000000000000000000000
180,180,10000180,4,3,2,1,0000000000000000010011000000000000000000000000000000100000000000
181,181,10000181,0,0,0,1,0000000000000000000000000000000000000000000000000000000000000000
182,182,10000182,7,3,4,1,0000000000000000110011001100000000010000000000000000000000000000
183,183,10000183,8,1,8,1,0000000000000000000000001100100011011000001000000000000000000000
184,184,10000184,15,2,14,1,0000000000000000000000100000000011111100111111000001100000000000
185,185,10000185,16,2,15,1,0000000000000000010000000000000000000000111111001111110010110000
186,186,10000186,15,1,15,1,0000000000000000000000000000000000000000110010001111111001111100
187,187,10000187,5,2,3,1,0000000000000000000000000000000000000000000000001000000011011000
188,188,10000188,7,1,7,1,0000000000000000000000000000000000000000000000001100000011111000
189,189,10000189,8,1,8,1,0000000000000000000000000000000000000000000000001100000011111100
190,190,10000190,5,1,5,1,0000000000000000000000000000000000000000000000000110100000011000
191,191,10000191,9,1,9,1,0000000000000000000000000000000000000000101000000101100000111100
192,192,10000192,9,1,9,1,0000000000000000000000000000000000000000000000001111100001111000
193,193,10000193,5,1,5,1,0000000000000000000000000000000000000000000000000111100000010000
194,194,10000194,8,1,8,1,0000000000000000000000000000000000000000111110000101100000000000
195,195,10000195,9,1,9,1,0000000000000000000000000000000000000000010110000111110001000000
196,196,10000196,4,2,3,1,0000000000000000000000000000000000001000001011000000000000000000
197,197,10000197,10,1,10,1,0000000000000000000000000000000000000000111111000101100000100000
198,198,10000198,7,2,6,1,0000000000000000000000000100000000000000011000000111100000000000
199,199,10000199,9,1,9,1,0000000000000000000000000000000000111000111111000000000000000000
200,200,10000200,5,2,4,1,0000000000000000000000000000000001010000000111000000000000000000
201,201,10000201,6,1,6,1,0000000000000000000000000000000000000000111111000000000000000000
202,202,10000202,2,1,2,1,0000000000000000000000000000000000001000000100000000000000000000
203,203,10000203,5,2,4,1,0000000000000000010000000000000001100000001100000000000000000000
204,204,10000204,2,1,2,1,0000000000000000000000000000000000001000000100000000000000000000
205,205,10000205,3,2,2,1,0000000000000000000000000000000001001000001000000000000000000000
206,206,10000206,6,2,5,1,0000000000000000000000000000000001000000011110000000000000100000
207,207,10000207,3,1,3,1,0000000000000000000000000000000000000000001110000000000000000000
208,208,10000208,6,1,6,1,0000000000000000000000000000000000000000000000000111100001010000
209,209,10000209,3,2,2,1,0000000000000000000000000000000000000000000000000010100000100000
210,210,10000210,6,1,6,1,0000000000000000000000000000000000000000000000000111100000011000
211,211,10000211,2,1,2,1,0000000000000000000000000000000000000000000000000001100000000000
212,212,10000212,8,1,8,1,0000000000000000000000000000000000000000000000000111110001011000
213,213,10000213,11,2,10,1,0000000000000000000000000100000000000000111101000111100000100000
214,214,10000214,11,1,11,1,0000000000000000000000000000000000000000111101000111100001100000
215,215,10000215,7,2,4,1,0000000000000000000000000000000000000000110101000101100000000000
216,216,10000216,8,1,8,1,0000000000000000000000000000000000000000111111000100100000000000
217,217,10000217,8,1,8,1,0000000000000000000000000000000011111100000100000001000000000000
218,218,10000218,6,1,6,1,0000000000000000000000000000000011111000000100000000000000000000
219,219,10000219,5,2,3,1,0000000000000000000000000000000011101000000010000000000000000000
220,220,10000220,9,2,8,1,0000000000000000000000000000000011110000101110000000000000000100
221,221,10000226,0,0,0,0,0000000000000000000000000000000000000000000000000000000000000000
222,222,10000227,0,0,0,0,0000000000000000000000000000000000000000000000000000000000000000
223,223,10000228,2,2,1,0,0000000010000000000000000000000000000000000000000001000000000000
224,224,10000229,0,0,0,0,0000000000000000000000000000000000000000000000000000000000000000
225,225,10000230,0,0,0,0,0000000000000000000000000000000000000000000000000000000000000000
226,226,10000231,1,1,1,0,0000000000000000000000000000000001000000000000000000000000000000
227,227,10000232,1,1,1,0,0000000000000000000000000000000000000000000000000000000000010000
228,228,10000233,3,1,3,1,0000000000000000000000000000000000000000001110000000000000000000
229,229,10000234,1,1,1,1,0000000000000000010000000000000000000000000000000000000000000000
230,230,10000235,3,2,2,1,0000000000000000110010000000000000000000000000000000000000000000
231,231,10000236,4,3,2,1,0000000000000000110001000000000000000000100000000000000000000000
232,232,10000237,3,2,2,1,0000000000000000110010000000000000000000000000000000000000000000
233,233,10000238,3,2,2,1,0000000000000000010010001000000000000000000000000000000000000000
234,234,10000239,3,2,2,1,0000000000000000010010000100000000000000000000000000000000000000
235,235,10000240,5,3,3,1,0000000000000000011010000100000000000000000000000001000000000000
236,236,10000241,8,3,6,1,0000000000010000000110001010100000001000000000000000000000100000
237,237,10000242,9,1,9,1,0000000000000000000000001100000011111000000110000000000000000000
238,238,10000243,20,3,18,1,0000000001001000000000001100100011111110001111000101100001000000
239,239,10000244,20,2,19,1,0001000000000000010000001101100011111110101110000001000000110000
240,240,10000245,12,2,11,1,0000000000000000000000001110100011111100000100000000000001000000
241,241,10000246,9,2,5,1,0000000000000000000000001101110011001100000000000000000000000000
242,242,10000247,10,1,10,1,0000000000000000000000001100100011111100000010000000000000000000
243,243,10000248,6,2,3,1,0000000000000000010010001100110000000000000000000000000000000000
244,244,10000249,5,2,3,1,0000000000000000010000000100110000010000000000000000000000000000
245,245,10000250,9,1,9,1,0000000000000000100000000110110000111100000000000000000000000000
246,246,10000251,5,2,3,1,0000000000001000110010001000000000000000000000000000000000000000
247,247,10000252,10,2,7,1,0000100011011110100100000001000000000000000000000000000000000000
248,248,10000253,16,1,16,1,0000000011011000010011101111010000011100000000000000000000000000
249,249,10000254,24,2,23,1,0000000000000000000010001111110011111110111111000011100010000000
250,250,10000255,14,1,14,1,0000000000000000000000001000110001001110111101000001100000000000
251,251,10000256,15,1,15,1,0000000000000000000000000000000000000000000111001111111011110100
252,252,10000257,13,1,13,1,0000000000000000000000000000000000000000000000001101110011111111
253,253,10000258,25,1,25,1,0000000000000000000000001100000000100000111111101111111111111110
254,254,10000259,14,2,10,1,0000000000000000000000001001111011011010010111000000000000000000
255,255,10000260,24,1,24,1,0000000000000000000000001100111111111111111111000111010000000000
256,256,10000261,15,2,11,1,0001110011011101110011100000010000000000000000000000000000000000
257,257,10000262,15,3,11,1,0011110011011111000000000100000000000000000000000000000000111000
258,258,10000263,12,2,11,1,0011110010011111000011000000000000000000000000000000000000000000
259,259,10000264,14,1,14,1,0000000000000000010111001111111000011001000000000000000000000000
260,260,10000265,16,4,8,1,0000000000000000110011001101110011011101000000000001000000000000
261,261,10000266,13,2,12,1,0000000000000000000000000000000000000000100111001101110100111000
262,262,10000267,14,1,14,1,0000000000000000000000000000000000000000111111001101110000101100
263,263,10000268,13,1,13,1,0000000000000000000000000000000000000000000000001101111011111110
264,264,10000269,17,2,16,1,0000000000000000010000000000000000000000001100001111111011111110
265,265,10000270,9,1,9,1,0000000000000000000000000000000000000000000000000101110010111100
266,266,10000271,10,2,7,1,0000000000000000000000000000000000000000000000001101111001011100
267,267,10000272,14,2,13,1,0000000000000000000000000000000000000010000000001101111011111110
268,268,10000273,5,3,3,1,0000000000000000000000000000000000000000000000001000000000111010
269,269,10000274,7,2,6,1,0000000000000000000000000000000000000000000000001000100001111010
270,270,10000275,11,1,11,1,0000000000000000000000000000000000000000000001001100100011111110
271,271,10000276,9,2,8,1,0000000000000000000000000000000000000000000000001001100011111010
272,272,10000277,7,2,4,1,0000000000000000000000000000000000000000000000001000010011011010
273,273,10000278,12,1,12,1,0000000000000000000000000000000000000000111111001101111000000000
274,274,10000279,18,1,18,1,0000000000000000000000001000000011111110111111100010100000100000
275,275,10000280,15,1,15,1,0000000000000000000000001000111011111110100111000000000000000000
276,276,10000281,7,2,6,1,0000000000000000000000000000100001011010000011000000000000000000
277,277,10000282,9,2,6,1,0000000000000000100010101100111000001000000000000000000000000000
278,278,10000283,12,2,9,1,0000111010011110110011000000000000000000000000000000000000000000
279,279,10000284,16,1,16,1,0001111011111110110111000000000000000000000000000000000000000000
280,280,10000285,12,2,9,1,0000111011011110100011000000000000000000000000000000000000000000
281,281,10000286,18,1,18,1,0000000000000000000000000000110001011111111111001001110000000000
282,282,10000287,23,1,23,1,0000000000000000000000001101110011111111111111000010110000000100
283,283,10000288,9,2,6,1,0000000000000000000000000000000000000000010111101101100000000000
284,284,10000289,14,1,14,1,0000000000000000000000000000000000100000101010001101111000011110
285,285,10000290,14,1,14,1,0000000000000000000000000000000000000000111010001101110001111100
286,286,10000291,13,1,13,1,0000000000000000000000000000000000000000100000001111111001111100
287,287,10000292,12,1,12,1,0000000000000000000000000000000011101110111111000000000000000000
288,288,10000293,9,1,9,1,0000000000000000000000000000000001001110101111000000000000000000
289,289,10000294,15,2,14,1,0000000000000000000000001110110011111110001010000000000010000000
290,290,10000295,17,3,15,1,0000000000011110111111101100110000000000000100000000000001000000
291,291,10000296,8,3,4,1,0000000000001000110010101100100000000000000000000000000000000000
292,292,10000297,9,3,5,1,0000000000011110000010001000000000000000100000000100000010000000
293,293,10000298,6,2,3,1,0000000000010100110010001000000000000000000000000000000000000000
294,294,10000299,11,1,11,1,0000000000000000110011101101101000100000000000000000000000000000
295,295,10000300,7,3,3,1,0000000000011000110010101000000000000000000000000000000000000000
296,296,10000301,15,2,14,1,0000000011111110110110101100000000000000000000000001000000000000
297,297,10000302,8,2,5,1,0000000000011110110010001000000000000000000000000000000000000000
298,298,10000303,11,2,9,1,0000000000000000000000001000111001011010000111000000000000000000
299,299,10000304,16,3,9,1,1000000000000000000000001100111011011010110111000000000000000000
300,300,10000305,13,2,8,1,0000000000000000000000001101111010011010110010000000000000000000
301,301,10000306,12,1,12,1,0000000000000000000000000000000011001110111111000001000000000000
302,302,10000307,16,1,16,1,0000000000000000000000000000000000000000110111101101111001111000
303,303,10000308,17,1,17,1,0000000000000000000000000000000001000000100010001111111011111110
304,304,10000309,14,1,14,1,0000000000000000000000000000000000000000100011101101101001111100
305,305,10000310,16,2,15,1,0000000000000000010000000000000000000000100011001111111011011100
306,306,10000311,9,1,9,1,0000000000000000000000000000000000000000000000001100110001111100
307,307,10000312,9,1,9,1,0000000000000000000000000000000000000000111111000101100000000000
308,308,10000313,11,1,11,1,0000000000000000000000000000000000000000110111001111110000000000
309,309,10000314,11,1,11,1,0000000000000000000000000000000000000000111111001111100000000000
310,310,10000315,6,1,6,1,0000000000000000000000000000000000000000000000000111100001001000
311,311,10000316,8,1,8,1,0000000000000000000000000000000000000000000000001111110000101000
312,312,10000317,9,1,9,1,0000000000000000000000000000000000000000110111000110100000100000
313,313,10000318,11,1,11,1,0000000000000000000000000000000000000000101111000111110000100000
314,314,10000319,8,2,6,1,0000000000000000000000000000000000000000100111001001100000001000
315,315,10000365,1,1,1,1,0000000000000000000000000000000000000000000000000000000010000000
316,316,10000366,0,0,0,0,0000000000000000000000000000000000000000000000000000000000000000
317,317,10000367,2,2,1,0,0000000000000000000000000100000000000000000000000001000000000000
318,318,10000368,0,0,0,0,0000000000000000000000000000000000000000000000000000000000000000
319,319,10000369,0,0,0,0,0000000000000000000000000000000000000000000000000000000000000000
320,320,10000370,0,0,0,0,0000000000000000000000000000000000000000000000000000000000000000
321,321,10000371,0,0,0,0,0000000000000000000000000000000000000000000000000000000000000000
322,322,10000372,0,0,0,0,0000000000000000000000000000000000000000000000000000000000000000
323,323,10000373,6,1,6,1,0000000000000000000000000000000000000000011111000000100000000000
324,324,10000374,4,2,3,1,0000000000000000000000000000000000000000000000000101100000010000
325,325,10000375,6,1,6,1,0000000000000000000000000000000000000000111111000000000000000000
326,326,10000376,11,1,11,1,0000000000000000000000000000000000001000111111000101100001000000
327,327,10000377,0,0,0,0,0000000000000000000000000000000000000000000000000000000000000000
328,328,10000378,6,1,6,1,0000000000000000000000000111110000010000000000000000000000000000
329,329,10000379,1,1,1,1,0000000000000000000000000000000000000000000100000000000000000000
330,330,10000380,4,2,2,1,0000000000000000000000000000000011001100000000000000000000000000
331,331,10000381,7,2,6,1,0000000000000000010000000000000000000000111110000100000000000000
332,332,10000382,11,1,11,1,0000000000000000000010001111000011111000001000000000000000000000
333,333,10000383,3,2,2,1,0000000000000000000000000000000000000000010100000000100000000000
334,334,10000384,4,3,2,1,0000000000000000000000000000000011001000000000000000000000100000
335,335,10000385,8,1,8,1,0000000000000000000000000000000001000000101111000010000000100000
336,336,10000386,3,1,3,1,0000000000000000000000000000000011100000000000000000000000000000
337,337,10000387,2,2,1,1,0000000000000000000000000000000010000000000100000000000000000000
338,338,10000388,0,0,0,0,0000000000000000000000000000000000000000000000000000000000000000
339,339,10000389,2,1,2,1,0000000010000000010000000000000000000000000000000000000000000000
340,340,10000390,4,1,4,1,0000000000000000000000000000000000000000000111000000100000000000
341,341,10000391,5,1,5,1,0000000000000000100010000111000000000000000000000000000000000000
342,342,10000392,2,2,1,1,0000000000000000000000000000000000000000000000000001000001000000
343,343,10000393,6,2,5,1,0000000000000000000000001100000001110000000000000001000000000000
344,344,10000394,0,0,0,0,0000000000000000000000000000000000000000000000000000000000000000
345,345,10000395,0,0,0,0,0000000000000000000000000000000000000000000000000000000000000000
346,346,10000396,8,1,8,1,0000000000000000000000000000000000000000111000001111100000000000
347,347,10000397,5,2,3,1,0000000000000000000000001101100000001000000000000000000000000000
348,348,10000398,4,2,3,1,0000000000000000000000000000000000000000011101000000000000000000
349,349,10000399,0,0,0,0,0000000000000000000000000000000000000000000000000000000000000000
350,350,10000400,0,0,0,0,0000000000000000000000000000000000000000000000000000000000000000
351,351,10000401,7,1,7,1,0000000000000000000000000000000000000000111110000101000000000000
352,352,10000402,8,1,8,1,0000000000000000000000000000000000000000100000000111100001110000
353,353,10000403,2,1,2,1,0000000000000000110000000000000000000000000000000000000000000000
354,354,10000404,5,2,3,1,0000000000000000000000000000000000000000010000000101100000000100
355,355,10000405,5,3,3,1,0000000000000000000000000000000000000000011101000000000000010000
356,356,10000406,3,2,2,1,0000000000000000000010001100000000000000000000000000000000000000
